t_code_units,ps
-8.873999999999999488e+01,-5.840972905530599490e+01
-8.871999999999999886e+01,-5.839656481616800221e+01
-8.870000000000000284e+01,-5.838340057703000241e+01
-8.867999999999999261e+01,-5.837023633789199550e+01
-8.865999999999999659e+01,-5.835707209875399570e+01
-8.864000000000000057e+01,-5.834390785961600301e+01
-8.862000000000000455e+01,-5.833074362047800321e+01
-8.859999999999999432e+01,-5.831757938133999630e+01
-8.857999999999999829e+01,-5.830441514220199650e+01
-8.856000000000000227e+01,-5.829125090306400381e+01
-8.853999999999999204e+01,-5.827808666392599690e+01
-8.851999999999999602e+01,-5.826492242478799710e+01
-8.850000000000000000e+01,-5.825175818564999730e+01
-8.848000000000000398e+01,-5.823859394651200461e+01
-8.845999999999999375e+01,-5.822542970737399770e+01
-8.843999999999999773e+01,-5.821226546823599790e+01
-8.842000000000000171e+01,-5.819910122909799810e+01
-8.840000000000000568e+01,-5.818593698996000541e+01
-8.837999999999999545e+01,-5.817277275082199850e+01
-8.835999999999999943e+01,-5.815960851168399870e+01
-8.834000000000000341e+01,-5.814644427254600600e+01
-8.831999999999999318e+01,-5.813328003340799910e+01
-8.829999999999999716e+01,-5.812011579426999930e+01
-8.828000000000000114e+01,-5.810695155513199950e+01
-8.826000000000000512e+01,-5.809378731599400680e+01
-8.823999999999999488e+01,-5.808062307685599990e+01
-8.821999999999999886e+01,-5.806745883771800010e+01
-8.820000000000000284e+01,-5.805429459858000030e+01
-8.817999999999999261e+01,-5.804113035944199339e+01
-8.815999999999999659e+01,-5.802796612030400070e+01
-8.814000000000000057e+01,-5.801480188116600090e+01
-8.812000000000000455e+01,-5.800163764202800110e+01
-8.809999999999999432e+01,-5.798847340288999419e+01
-8.807999999999999829e+01,-5.797530916375200150e+01
-8.806000000000000227e+01,-5.796214492461400170e+01
-8.803999999999999204e+01,-5.794898068547599479e+01
-8.801999999999999602e+01,-5.793581644633799499e+01
-8.800000000000000000e+01,-5.792265220720000229e+01
