tau_code_units,ps
-1.150999999999999943e+02,-7.576019623918999457e+01
-1.150000000000000000e+02,-7.569437504350000268e+01
-1.149000000000000057e+02,-7.562855384781001078e+01
-1.147999999999999972e+02,-7.556273265212000467e+01
-1.147000000000000028e+02,-7.549691145642999857e+01
-1.145999999999999943e+02,-7.543109026073999246e+01
-1.145000000000000000e+02,-7.536526906505000056e+01
-1.144000000000000057e+02,-7.529944786936000867e+01
-1.142999999999999972e+02,-7.523362667367000256e+01
-1.142000000000000028e+02,-7.516780547797999645e+01
-1.140999999999999943e+02,-7.510198428228999035e+01
-1.140000000000000000e+02,-7.503616308659999845e+01
-1.139000000000000057e+02,-7.497034189091000655e+01
-1.137999999999999972e+02,-7.490452069522000045e+01
-1.137000000000000028e+02,-7.483869949953000855e+01
-1.135999999999999943e+02,-7.477287830384000245e+01
-1.135000000000000000e+02,-7.470705710814999634e+01
-1.134000000000000057e+02,-7.464123591246000444e+01
-1.132999999999999972e+02,-7.457541471676999834e+01
-1.132000000000000028e+02,-7.450959352108000644e+01
-1.130999999999999943e+02,-7.444377232539000033e+01
-1.130000000000000000e+02,-7.437795112969999423e+01
-1.129000000000000057e+02,-7.431212993401000233e+01
-1.127999999999999972e+02,-7.424630873831999622e+01
-1.127000000000000028e+02,-7.418048754263000433e+01
-1.125999999999999943e+02,-7.411466634693999822e+01
-1.125000000000000000e+02,-7.404884515125000632e+01
-1.124000000000000057e+02,-7.398302395556000022e+01
-1.122999999999999972e+02,-7.391720275986999411e+01
-1.122000000000000028e+02,-7.385138156418000221e+01
-1.120999999999999943e+02,-7.378556036848999611e+01
-1.120000000000000000e+02,-7.371973917280000421e+01
-1.119000000000000057e+02,-7.365391797710999811e+01
-1.117999999999999972e+02,-7.358809678141999200e+01
-1.117000000000000028e+02,-7.352227558573000010e+01
-1.115999999999999943e+02,-7.345645439003999400e+01
-1.115000000000000000e+02,-7.339063319435000210e+01
-1.114000000000000057e+02,-7.332481199866001020e+01
-1.112999999999999972e+02,-7.325899080297000410e+01
-1.112000000000000028e+02,-7.319316960727999799e+01
-1.110999999999999943e+02,-7.312734841158999188e+01
-1.110000000000000000e+02,-7.306152721589999999e+01
-1.109000000000000057e+02,-7.299570602021000809e+01
-1.107999999999999972e+02,-7.292988482452000198e+01
-1.107000000000000028e+02,-7.286406362882999588e+01
-1.105999999999999943e+02,-7.279824243314000398e+01
-1.105000000000000000e+02,-7.273242123744999788e+01
-1.104000000000000057e+02,-7.266660004176000598e+01
-1.102999999999999972e+02,-7.260077884606999987e+01
-1.102000000000000028e+02,-7.253495765038000798e+01
-1.100999999999999943e+02,-7.246913645469000187e+01
-1.100000000000000000e+02,-7.240331525899999576e+01
-1.099000000000000057e+02,-7.233749406331000387e+01
-1.097999999999999972e+02,-7.227167286761999776e+01
-1.097000000000000028e+02,-7.220585167193000586e+01
