t_code_units,ps
9.192000000000000171e+01,6.050284307824799868e+01
9.202000000000001023e+01,6.056866427393800478e+01
9.212000000000000455e+01,6.063448546962800378e+01
9.221999999999999886e+01,6.070030666531800279e+01
9.232000000000000739e+01,6.076612786100800889e+01
9.242000000000000171e+01,6.083194905669800079e+01
9.252000000000001023e+01,6.089777025238800690e+01
9.262000000000000455e+01,6.096359144807800590e+01
9.271999999999999886e+01,6.102941264376799779e+01
9.282000000000000739e+01,6.109523383945800390e+01
9.292000000000000171e+01,6.116105503514800290e+01
9.302000000000001023e+01,6.122687623083800901e+01
9.312000000000000455e+01,6.129269742652800090e+01
9.321999999999999886e+01,6.135851862221799990e+01
9.332000000000000739e+01,6.142433981790800601e+01
9.342000000000000171e+01,6.149016101359800501e+01
9.352000000000001023e+01,6.155598220928800401e+01
9.362000000000000455e+01,6.162180340497800302e+01
9.371999999999999886e+01,6.168762460066800202e+01
9.382000000000000739e+01,6.175344579635800812e+01
9.392000000000000171e+01,6.181926699204800002e+01
9.402000000000001023e+01,6.188508818773800613e+01
9.412000000000000455e+01,6.195090938342800513e+01
9.421999999999999886e+01,6.201673057911799702e+01
9.432000000000000739e+01,6.208255177480800313e+01
9.442000000000000171e+01,6.214837297049800213e+01
9.452000000000001023e+01,6.221419416618800824e+01
9.462000000000000455e+01,6.228001536187800014e+01
9.471999999999999886e+01,6.234583655756799914e+01
9.482000000000000739e+01,6.241165775325800524e+01
9.492000000000000171e+01,6.247747894894800424e+01
9.502000000000001023e+01,6.254330014463801035e+01
9.512000000000000455e+01,6.260912134032800225e+01
9.521999999999999886e+01,6.267494253601800125e+01
9.532000000000000739e+01,6.274076373170800736e+01
9.542000000000000171e+01,6.280658492739799925e+01
9.552000000000001023e+01,6.287240612308800536e+01
9.562000000000000455e+01,6.293822731877800436e+01
9.571999999999999886e+01,6.300404851446800336e+01
9.582000000000000739e+01,6.306986971015800236e+01
9.592000000000000171e+01,6.313569090584800136e+01
9.602000000000001023e+01,6.320151210153800747e+01
9.612000000000000455e+01,6.326733329722800647e+01
9.621999999999999886e+01,6.333315449291799837e+01
9.632000000000000739e+01,6.339897568860800448e+01
9.642000000000000171e+01,6.346479688429800348e+01
9.652000000000001023e+01,6.353061807998800958e+01
9.662000000000000455e+01,6.359643927567800148e+01
9.671999999999999886e+01,6.366226047136800048e+01
9.682000000000000739e+01,6.372808166705800659e+01
9.692000000000000171e+01,6.379390286274799848e+01
9.702000000000001023e+01,6.385972405843800459e+01
9.712000000000000455e+01,6.392554525412800359e+01
9.721999999999999886e+01,6.399136644981800259e+01
9.732000000000000739e+01,6.405718764550800870e+01
9.742000000000000171e+01,6.412300884119800060e+01
9.752000000000001023e+01,6.418883003688800670e+01
9.762000000000000455e+01,6.425465123257799860e+01
9.771999999999999886e+01,6.432047242826800471e+01
9.782000000000000739e+01,6.438629362395801081e+01
9.792000000000000171e+01,6.445211481964800271e+01
9.802000000000001023e+01,6.451793601533800881e+01
9.812000000000000455e+01,6.458375721102800071e+01
9.821999999999999886e+01,6.464957840671800682e+01
