tau_code_units,ps
-3.379999999999999716e+01,-2.224756414321999998e+01
-3.359999999999999432e+01,-2.211592175183999487e+01
-3.339999999999999858e+01,-2.198427936046000042e+01
-3.319999999999999574e+01,-2.185263696907999886e+01
-3.299999999999999289e+01,-2.172099457769999376e+01
-3.279999999999999716e+01,-2.158935218631999930e+01
-3.259999999999999432e+01,-2.145770979493999775e+01
-3.239999999999999858e+01,-2.132606740355999975e+01
-3.219999999999999574e+01,-2.119442501217999819e+01
-3.199999999999999645e+01,-2.106278262079999664e+01
-3.179999999999999361e+01,-2.093114022941999508e+01
-3.159999999999999432e+01,-2.079949783803999708e+01
-3.139999999999999503e+01,-2.066785544665999552e+01
-3.119999999999999574e+01,-2.053621305527999752e+01
-3.099999999999999645e+01,-2.040457066389999952e+01
-3.079999999999999361e+01,-2.027292827251999441e+01
-3.059999999999999432e+01,-2.014128588113999641e+01
-3.039999999999999503e+01,-2.000964348975999840e+01
-3.019999999999999574e+01,-1.987800109837999685e+01
-2.999999999999999645e+01,-1.974635870699999884e+01
-2.979999999999999361e+01,-1.961471631561999729e+01
-2.959999999999999432e+01,-1.948307392423999573e+01
-2.939999999999999503e+01,-1.935143153285999773e+01
-2.919999999999999574e+01,-1.921978914147999618e+01
-2.899999999999999645e+01,-1.908814675009999817e+01
-2.879999999999999361e+01,-1.895650435871999662e+01
-2.859999999999999432e+01,-1.882486196733999506e+01
-2.839999999999999503e+01,-1.869321957595999706e+01
-2.819999999999999574e+01,-1.856157718457999906e+01
-2.799999999999999645e+01,-1.842993479319999750e+01
-2.779999999999999361e+01,-1.829829240181999594e+01
-2.759999999999999432e+01,-1.816665001043999794e+01
-2.739999999999999503e+01,-1.803500761905999639e+01
-2.719999999999999574e+01,-1.790336522767999838e+01
-2.699999999999999645e+01,-1.777172283629999683e+01
-2.679999999999999361e+01,-1.764008044491999527e+01
-2.659999999999999432e+01,-1.750843805353999727e+01
-2.639999999999999503e+01,-1.737679566215999571e+01
-2.619999999999999574e+01,-1.724515327077999771e+01
-2.599999999999999645e+01,-1.711351087939999616e+01
-2.579999999999999361e+01,-1.698186848801999460e+01
-2.559999999999999432e+01,-1.685022609663999660e+01
-2.539999999999999503e+01,-1.671858370525999860e+01
-2.519999999999999574e+01,-1.658694131387999704e+01
-2.499999999999999645e+01,-1.645529892249999904e+01
-2.479999999999999361e+01,-1.632365653111999748e+01
-2.459999999999999432e+01,-1.619201413973999593e+01
-2.439999999999999503e+01,-1.606037174835999792e+01
-2.419999999999999574e+01,-1.592872935697999814e+01
-2.399999999999999289e+01,-1.579708696559999481e+01
-2.379999999999999361e+01,-1.566544457421999681e+01
-2.359999999999999432e+01,-1.553380218283999703e+01
-2.339999999999999503e+01,-1.540215979145999725e+01
-2.319999999999999574e+01,-1.527051740007999747e+01
-2.299999999999999289e+01,-1.513887500869999592e+01
-2.279999999999999361e+01,-1.500723261731999614e+01
-2.259999999999999432e+01,-1.487559022593999636e+01
-2.239999999999999503e+01,-1.474394783455999658e+01
-2.219999999999999574e+01,-1.461230544317999680e+01
-2.199999999999999289e+01,-1.448066305179999524e+01
-2.179999999999999361e+01,-1.434902066041999547e+01
-2.159999999999999432e+01,-1.421737826903999569e+01
-2.139999999999999503e+01,-1.408573587765999768e+01
-2.119999999999999574e+01,-1.395409348627999790e+01
-2.099999999999999289e+01,-1.382245109489999457e+01
-2.079999999999999361e+01,-1.369080870351999657e+01
-2.059999999999999432e+01,-1.355916631213999679e+01
-2.039999999999999503e+01,-1.342752392075999701e+01
-2.019999999999999574e+01,-1.329588152937999723e+01
-1.999999999999999289e+01,-1.316423913799999568e+01
-1.979999999999999361e+01,-1.303259674661999590e+01
-1.959999999999999432e+01,-1.290095435523999612e+01
-1.939999999999999503e+01,-1.276931196385999634e+01
-1.919999999999999574e+01,-1.263766957247999656e+01
-1.899999999999999289e+01,-1.250602718109999500e+01
-1.879999999999999361e+01,-1.237438478971999523e+01
-1.859999999999999432e+01,-1.224274239833999722e+01
-1.839999999999999503e+01,-1.211110000695999744e+01
-1.819999999999999574e+01,-1.197945761557999766e+01
-1.799999999999999289e+01,-1.184781522419999611e+01
-1.779999999999999361e+01,-1.171617283281999633e+01
-1.759999999999999432e+01,-1.158453044143999655e+01
-1.739999999999999503e+01,-1.145288805005999677e+01
-1.719999999999999574e+01,-1.132124565867999699e+01
-1.699999999999999289e+01,-1.118960326729999544e+01
-1.679999999999999361e+01,-1.105796087591999566e+01
-1.659999999999999432e+01,-1.092631848453999588e+01
-1.639999999999999503e+01,-1.079467609315999610e+01
-1.619999999999999574e+01,-1.066303370177999810e+01
-1.599999999999999467e+01,-1.053139131039999654e+01
-1.579999999999999361e+01,-1.039974891901999676e+01
-1.559999999999999432e+01,-1.026810652763999698e+01
-1.539999999999999503e+01,-1.013646413625999720e+01
-1.519999999999999396e+01,-1.000482174487999565e+01
-1.499999999999999467e+01,-9.873179353499995869e+00
-1.479999999999999361e+01,-9.741536962119996090e+00
-1.459999999999999432e+01,-9.609894570739996311e+00
-1.439999999999999503e+01,-9.478252179359996532e+00
-1.419999999999999396e+01,-9.346609787979996753e+00
-1.399999999999999467e+01,-9.214967396599996974e+00
-1.379999999999999361e+01,-9.083325005219995418e+00
-1.359999999999999432e+01,-8.951682613839995639e+00
-1.339999999999999325e+01,-8.820040222459995860e+00
-1.319999999999999396e+01,-8.688397831079996081e+00
