t_code,t_ps,Sx,Sy,Sz,l1,l2,l3,l4,l5,l6,l7,l8
-1.287000e+02,-8.471188e+01,-8.395398e-03,1.635790e-17,0.000000e+00,-2.748435e-03,-7.896944e-04,9.999953e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.286800e+02,-8.469871e+01,-8.395889e-03,1.615461e-17,0.000000e+00,-2.771409e-03,-7.403082e-04,9.999953e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.286600e+02,-8.468555e+01,-8.396372e-03,1.508396e-17,0.000000e+00,-2.792256e-03,-6.901759e-04,9.999953e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.286400e+02,-8.467239e+01,-8.396839e-03,1.587679e-17,0.000000e+00,-2.810954e-03,-6.393880e-04,9.999952e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.286200e+02,-8.465922e+01,-8.397270e-03,1.654086e-17,0.000000e+00,-2.827484e-03,-5.880357e-04,9.999952e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.286000e+02,-8.464606e+01,-8.397646e-03,1.692711e-17,0.000000e+00,-2.841832e-03,-5.362100e-04,9.999952e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.285800e+02,-8.463289e+01,-8.397978e-03,1.534146e-17,0.000000e+00,-2.853986e-03,-4.840024e-04,9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.285600e+02,-8.461973e+01,-8.398283e-03,1.641889e-17,0.000000e+00,-2.863940e-03,-4.315046e-04,9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.285400e+02,-8.460656e+01,-8.398570e-03,1.556508e-17,0.000000e+00,-2.871691e-03,-3.788082e-04,9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.285200e+02,-8.459340e+01,-8.398824e-03,1.486373e-17,0.000000e+00,-2.877239e-03,-3.260046e-04,9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.285000e+02,-8.458024e+01,-8.399025e-03,1.231925e-17,0.000000e+00,-2.880589e-03,-2.731848e-04,9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.284800e+02,-8.456707e+01,-8.399169e-03,1.103176e-17,0.000000e+00,-2.881749e-03,-2.204388e-04,9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.284600e+02,-8.455391e+01,-8.399271e-03,1.300704e-17,0.000000e+00,-2.880730e-03,-1.678563e-04,9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.284400e+02,-8.454074e+01,-8.399347e-03,1.113001e-17,0.000000e+00,-2.877547e-03,-1.155263e-04,9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.284200e+02,-8.452758e+01,-8.399395e-03,1.157852e-17,0.000000e+00,-2.872221e-03,-6.353650e-05,9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.284000e+02,-8.451442e+01,-8.399398e-03,9.962802e-18,0.000000e+00,-2.864773e-03,-1.197378e-05,9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.283800e+02,-8.450125e+01,-8.399341e-03,1.206344e-17,0.000000e+00,-2.855230e-03,3.907658e-05,9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.283600e+02,-8.448809e+01,-8.399232e-03,1.069633e-17,0.000000e+00,-2.843621e-03,8.953072e-05,9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.283400e+02,-8.447492e+01,-8.399088e-03,1.044561e-17,0.000000e+00,-2.829978e-03,1.393062e-04,9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.283200e+02,-8.446176e+01,-8.398919e-03,1.080814e-17,0.000000e+00,-2.814338e-03,1.883222e-04,9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.283000e+02,-8.444859e+01,-8.398716e-03,8.212831e-18,0.000000e+00,-2.796741e-03,2.364996e-04,9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.282800e+02,-8.443543e+01,-8.398461e-03,8.463553e-18,0.000000e+00,-2.777228e-03,2.837614e-04,9.999952e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.282600e+02,-8.442227e+01,-8.398151e-03,6.444227e-18,0.000000e+00,-2.755845e-03,3.300328e-04,9.999952e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.282400e+02,-8.440910e+01,-8.397801e-03,7.277707e-18,0.000000e+00,-2.732640e-03,3.752410e-04,9.999952e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.282200e+02,-8.439594e+01,-8.397425e-03,7.203168e-18,0.000000e+00,-2.707664e-03,4.193154e-04,9.999953e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.282000e+02,-8.438277e+01,-8.397027e-03,6.457779e-18,0.000000e+00,-2.680971e-03,4.621878e-04,9.999953e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.281800e+02,-8.436961e+01,-8.396591e-03,6.505213e-18,0.000000e+00,-2.652617e-03,5.037924e-04,9.999953e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.281600e+02,-8.435644e+01,-8.396107e-03,7.142182e-18,0.000000e+00,-2.622662e-03,5.440661e-04,9.999954e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.281400e+02,-8.434328e+01,-8.395583e-03,7.494548e-18,0.000000e+00,-2.591166e-03,5.829486e-04,9.999954e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.281200e+02,-8.433012e+01,-8.395033e-03,5.990217e-18,0.000000e+00,-2.558193e-03,6.203823e-04,9.999955e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.281000e+02,-8.431695e+01,-8.394469e-03,5.814034e-18,0.000000e+00,-2.523809e-03,6.563121e-04,9.999955e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.280800e+02,-8.430379e+01,-8.393885e-03,4.214836e-18,0.000000e+00,-2.488081e-03,6.906861e-04,9.999956e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.280600e+02,-8.429062e+01,-8.393268e-03,4.038653e-18,0.000000e+00,-2.451079e-03,7.234552e-04,9.999956e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.280400e+02,-8.427746e+01,-8.392615e-03,2.331035e-18,0.000000e+00,-2.412873e-03,7.545737e-04,9.999957e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.280200e+02,-8.426429e+01,-8.391940e-03,2.087089e-18,0.000000e+00,-2.373537e-03,7.839987e-04,9.999957e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.280000e+02,-8.425113e+01,-8.391257e-03,2.574980e-18,0.000000e+00,-2.333145e-03,8.116906e-04,9.999958e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.279800e+02,-8.423797e+01,-8.390570e-03,1.965116e-18,0.000000e+00,-2.291773e-03,8.376127e-04,9.999959e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.279600e+02,-8.422480e+01,-8.389868e-03,2.913793e-18,0.000000e+00,-2.249497e-03,8.617318e-04,9.999959e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.279400e+02,-8.421164e+01,-8.389144e-03,1.883801e-18,0.000000e+00,-2.206395e-03,8.840180e-04,9.999960e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.279200e+02,-8.419847e+01,-8.388403e-03,4.878910e-19,0.000000e+00,-2.162547e-03,9.044447e-04,9.999961e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.279000e+02,-8.418531e+01,-8.387659e-03,5.963112e-19,0.000000e+00,-2.118031e-03,9.229887e-04,9.999961e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.278800e+02,-8.417215e+01,-8.386922e-03,-1.341700e-18,0.000000e+00,-2.072929e-03,9.396300e-04,9.999962e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.278600e+02,-8.415898e+01,-8.386190e-03,-5.014435e-19,0.000000e+00,-2.027320e-03,9.543518e-04,9.999963e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.278400e+02,-8.414582e+01,-8.385453e-03,-8.131516e-20,0.000000e+00,-1.981287e-03,9.671410e-04,9.999963e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.278200e+02,-8.413265e+01,-8.384708e-03,1.165517e-18,0.000000e+00,-1.934910e-03,9.779879e-04,9.999964e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.278000e+02,-8.411949e+01,-8.383965e-03,1.233280e-18,0.000000e+00,-1.888270e-03,9.868860e-04,9.999965e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.277800e+02,-8.410632e+01,-8.383237e-03,-3.117081e-19,0.000000e+00,-1.841450e-03,9.938322e-04,9.999965e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.277600e+02,-8.409316e+01,-8.382530e-03,-1.138412e-18,0.000000e+00,-1.794530e-03,9.988267e-04,9.999966e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.277400e+02,-8.408000e+01,-8.381834e-03,-1.802486e-18,0.000000e+00,-1.747591e-03,1.001873e-03,9.999967e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.277200e+02,-8.406683e+01,-8.381144e-03,-1.490778e-19,0.000000e+00,-1.700713e-03,1.002978e-03,9.999968e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.277000e+02,-8.405367e+01,-8.380461e-03,-1.368805e-18,0.000000e+00,-1.653977e-03,1.002153e-03,9.999968e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.276800e+02,-8.404050e+01,-8.379799e-03,-1.138412e-18,0.000000e+00,-1.607461e-03,9.994092e-04,9.999969e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.276600e+02,-8.402734e+01,-8.379166e-03,-5.285486e-19,0.000000e+00,-1.561243e-03,9.947647e-04,9.999970e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.276400e+02,-8.401417e+01,-8.378560e-03,-7.860466e-19,0.000000e+00,-1.515401e-03,9.882389e-04,9.999971e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.276200e+02,-8.400101e+01,-8.377973e-03,1.219727e-18,0.000000e+00,-1.470011e-03,9.798545e-04,9.999971e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.276000e+02,-8.398785e+01,-8.377400e-03,1.409463e-18,0.000000e+00,-1.425147e-03,9.696374e-04,9.999972e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.275800e+02,-8.397468e+01,-8.376850e-03,2.331035e-18,0.000000e+00,-1.380884e-03,9.576164e-04,9.999973e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.275600e+02,-8.396152e+01,-8.376333e-03,1.273938e-18,0.000000e+00,-1.337292e-03,9.438234e-04,9.999973e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.275400e+02,-8.394835e+01,-8.375853e-03,-1.897354e-19,0.000000e+00,-1.294442e-03,9.282926e-04,9.999974e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.275200e+02,-8.393519e+01,-8.375403e-03,-7.724940e-19,0.000000e+00,-1.252403e-03,9.110614e-04,9.999975e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.275000e+02,-8.392202e+01,-8.374975e-03,-1.816039e-18,0.000000e+00,-1.211242e-03,8.921698e-04,9.999975e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.274800e+02,-8.390886e+01,-8.374570e-03,-3.008661e-18,0.000000e+00,-1.171023e-03,8.716604e-04,9.999976e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.274600e+02,-8.389570e+01,-8.374198e-03,-2.480112e-18,0.000000e+00,-1.131810e-03,8.495783e-04,9.999977e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
