t,Sx,Sy,Sz,l1,l2,l3,l4,l5,l6,l7,l8
-1.299800e+02,-8.372121e-03,1.153659e-18,0.000000e+00,1.381868e-06,6.685236e-05,-1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.299600e+02,-8.372173e-03,1.929541e-18,0.000000e+00,5.513570e-06,1.333816e-04,-1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.299400e+02,-8.372187e-03,4.836558e-18,0.000000e+00,1.237082e-05,1.994755e-04,-1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.299200e+02,-8.372147e-03,5.729331e-18,0.000000e+00,2.192481e-05,2.650231e-04,-1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.299000e+02,-8.372097e-03,8.528775e-18,0.000000e+00,3.414226e-05,3.299152e-04,-9.999999e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.298800e+02,-8.372091e-03,7.371728e-18,0.000000e+00,4.898553e-05,3.940447e-04,-9.999999e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.298600e+02,-8.372128e-03,9.198778e-18,0.000000e+00,6.641273e-05,4.573069e-04,-9.999999e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.298400e+02,-8.372155e-03,9.646011e-18,0.000000e+00,8.637781e-05,5.195989e-04,-9.999999e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.298200e+02,-8.372129e-03,1.146713e-17,0.000000e+00,1.088307e-04,5.808196e-04,-9.999998e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.298000e+02,-8.372064e-03,8.790508e-18,0.000000e+00,1.337172e-04,6.408704e-04,-9.999998e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.297800e+02,-8.372012e-03,7.998532e-18,0.000000e+00,1.609795e-04,6.996556e-04,-9.999997e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.297600e+02,-8.372003e-03,7.962110e-18,0.000000e+00,1.905560e-04,7.570825e-04,-9.999997e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.297400e+02,-8.372008e-03,9.185225e-18,0.000000e+00,2.223814e-04,8.130614e-04,-9.999996e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.297200e+02,-8.371977e-03,1.192961e-17,0.000000e+00,2.563870e-04,8.675054e-04,-9.999996e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.297000e+02,-8.371889e-03,1.088946e-17,0.000000e+00,2.925010e-04,9.203302e-04,-9.999995e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.296800e+02,-8.371781e-03,1.222438e-17,0.000000e+00,3.306482e-04,9.714550e-04,-9.999995e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.296600e+02,-8.371698e-03,1.231416e-17,0.000000e+00,3.707503e-04,1.020803e-03,-9.999994e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.296400e+02,-8.371641e-03,1.298671e-17,0.000000e+00,4.127264e-04,1.068301e-03,-9.999993e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.296200e+02,-8.371568e-03,1.394894e-17,0.000000e+00,4.564928e-04,1.113879e-03,-9.999993e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.296000e+02,-8.371439e-03,1.327809e-17,0.000000e+00,5.019631e-04,1.157470e-03,-9.999992e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.295800e+02,-8.371264e-03,1.164162e-17,0.000000e+00,5.490488e-04,1.199013e-03,-9.999991e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.295600e+02,-8.371084e-03,1.264451e-17,0.000000e+00,5.976588e-04,1.238447e-03,-9.999990e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.295400e+02,-8.370927e-03,1.093689e-17,0.000000e+00,6.477003e-04,1.275720e-03,-9.999989e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.295200e+02,-8.370773e-03,1.285457e-17,0.000000e+00,6.990785e-04,1.310780e-03,-9.999989e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.295000e+02,-8.370577e-03,1.109274e-17,0.000000e+00,7.516967e-04,1.343582e-03,-9.999988e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.294800e+02,-8.370322e-03,1.080814e-17,0.000000e+00,8.054571e-04,1.374082e-03,-9.999987e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.294600e+02,-8.370034e-03,1.265806e-17,0.000000e+00,8.602601e-04,1.402243e-03,-9.999986e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.294400e+02,-8.369752e-03,1.297654e-17,0.000000e+00,9.160051e-04,1.428030e-03,-9.999985e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.294200e+02,-8.369483e-03,1.229892e-17,0.000000e+00,9.725907e-04,1.451415e-03,-9.999984e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.294000e+02,-8.369193e-03,1.241411e-17,0.000000e+00,1.029914e-03,1.472372e-03,-9.999983e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.293800e+02,-8.368846e-03,1.338990e-17,0.000000e+00,1.087873e-03,1.490881e-03,-9.999982e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.293600e+02,-8.368448e-03,1.553797e-17,0.000000e+00,1.146364e-03,1.506924e-03,-9.999981e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.293400e+02,-8.368034e-03,1.587001e-17,0.000000e+00,1.205282e-03,1.520489e-03,-9.999980e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.293200e+02,-8.367632e-03,1.693388e-17,0.000000e+00,1.264525e-03,1.531568e-03,-9.999979e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.293000e+02,-8.367226e-03,1.714395e-17,0.000000e+00,1.323988e-03,1.540158e-03,-9.999978e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.292800e+02,-8.366782e-03,1.610040e-17,0.000000e+00,1.383567e-03,1.546260e-03,-9.999977e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.292600e+02,-8.366281e-03,1.726592e-17,0.000000e+00,1.443161e-03,1.549878e-03,-9.999976e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.292400e+02,-8.365746e-03,1.614106e-17,0.000000e+00,1.502666e-03,1.551021e-03,-9.999975e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.292200e+02,-8.365212e-03,1.530080e-17,0.000000e+00,1.561981e-03,1.549703e-03,-9.999974e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.292000e+02,-8.364688e-03,1.745565e-17,0.000000e+00,1.621004e-03,1.545942e-03,-9.999973e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.291800e+02,-8.364148e-03,1.715750e-17,0.000000e+00,1.679638e-03,1.539758e-03,-9.999972e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.291600e+02,-8.363562e-03,1.849920e-17,0.000000e+00,1.737782e-03,1.531178e-03,-9.999971e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.291400e+02,-8.362933e-03,1.902775e-17,0.000000e+00,1.795341e-03,1.520231e-03,-9.999970e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.291200e+02,-8.362292e-03,1.917683e-17,0.000000e+00,1.852219e-03,1.506950e-03,-9.999969e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.291000e+02,-8.361666e-03,1.875670e-17,0.000000e+00,1.908323e-03,1.491373e-03,-9.999968e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.290800e+02,-8.361045e-03,1.788934e-17,0.000000e+00,1.963561e-03,1.473541e-03,-9.999967e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.290600e+02,-8.360400e-03,1.711684e-17,0.000000e+00,2.017844e-03,1.453498e-03,-9.999966e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.290400e+02,-8.359716e-03,1.755052e-17,0.000000e+00,2.071084e-03,1.431292e-03,-9.999966e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.290200e+02,-8.359012e-03,1.870249e-17,0.000000e+00,2.123197e-03,1.406975e-03,-9.999965e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.290000e+02,-8.358320e-03,1.996287e-17,0.000000e+00,2.174099e-03,1.380602e-03,-9.999964e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.289800e+02,-8.357649e-03,2.058629e-17,0.000000e+00,2.223712e-03,1.352230e-03,-9.999963e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.289600e+02,-8.356980e-03,2.017971e-17,0.000000e+00,2.271957e-03,1.321922e-03,-9.999962e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.289400e+02,-8.356289e-03,1.902775e-17,0.000000e+00,2.318760e-03,1.289740e-03,-9.999961e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.289200e+02,-8.355578e-03,1.862117e-17,0.000000e+00,2.364050e-03,1.255752e-03,-9.999960e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.289000e+02,-8.354873e-03,2.076247e-17,0.000000e+00,2.407759e-03,1.220027e-03,-9.999960e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.288800e+02,-8.354198e-03,1.951564e-17,0.000000e+00,2.449821e-03,1.182638e-03,-9.999959e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.288600e+02,-8.353548e-03,2.084379e-17,0.000000e+00,2.490174e-03,1.143659e-03,-9.999958e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.288400e+02,-8.352900e-03,2.066760e-17,0.000000e+00,2.528759e-03,1.103167e-03,-9.999958e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.288200e+02,-8.352242e-03,2.255141e-17,0.000000e+00,2.565522e-03,1.061241e-03,-9.999957e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.288000e+02,-8.351587e-03,2.410995e-17,0.000000e+00,2.600410e-03,1.017962e-03,-9.999956e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.287800e+02,-8.350962e-03,2.138589e-17,0.000000e+00,2.633375e-03,9.734120e-04,-9.999956e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.287600e+02,-8.350380e-03,2.059984e-17,0.000000e+00,2.664372e-03,9.276763e-04,-9.999955e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.287400e+02,-8.349825e-03,1.912262e-17,0.000000e+00,2.693361e-03,8.808409e-04,-9.999955e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.287200e+02,-8.349276e-03,1.992221e-17,0.000000e+00,2.720304e-03,8.329931e-04,-9.999954e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.287000e+02,-8.348733e-03,2.069471e-17,0.000000e+00,2.745167e-03,7.842213e-04,-9.999954e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.286800e+02,-8.348218e-03,1.988156e-17,0.000000e+00,2.767920e-03,7.346149e-04,-9.999953e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.286600e+02,-8.347752e-03,1.931235e-17,0.000000e+00,2.788538e-03,6.842646e-04,-9.999953e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.286400e+02,-8.347333e-03,1.895999e-17,0.000000e+00,2.806999e-03,6.332618e-04,-9.999952e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.286200e+02,-8.346942e-03,1.786223e-17,1.110223e-16,2.823284e-03,5.816982e-04,-9.999952e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.286000e+02,-8.346565e-03,1.775381e-17,1.110223e-16,2.837379e-03,5.296659e-04,-9.999952e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.285800e+02,-8.346212e-03,1.759796e-17,1.110223e-16,2.849273e-03,4.772573e-04,-9.999952e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.285600e+02,-8.345908e-03,1.906163e-17,1.110223e-16,2.858960e-03,4.245648e-04,-9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.285400e+02,-8.345661e-03,1.889900e-17,1.110223e-16,2.866436e-03,3.716809e-04,-9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.285200e+02,-8.345459e-03,2.038300e-17,1.110223e-16,2.871702e-03,3.186980e-04,-9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.285000e+02,-8.345284e-03,2.147398e-17,1.110223e-16,2.874764e-03,2.657078e-04,-9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.284800e+02,-8.345134e-03,2.042705e-17,1.110223e-16,2.875630e-03,2.128014e-04,-9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.284600e+02,-8.345024e-03,2.195171e-17,1.110223e-16,2.874311e-03,1.600692e-04,-9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.284400e+02,-8.344972e-03,2.078958e-17,1.110223e-16,2.870825e-03,1.076010e-04,-9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.284200e+02,-8.344977e-03,1.918699e-17,1.110223e-16,2.865190e-03,5.548550e-05,-9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.284000e+02,-8.345020e-03,1.809347e-17,1.110223e-16,2.857429e-03,3.810265e-06,-9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.283800e+02,-8.345090e-03,1.913024e-17,1.110223e-16,2.847570e-03,-4.733861e-05,-9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.283600e+02,-8.345192e-03,2.029322e-17,1.110223e-16,2.835641e-03,-9.787649e-05,-9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.283400e+02,-8.345344e-03,2.039825e-17,1.110223e-16,2.821678e-03,-1.477202e-04,-9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.283200e+02,-8.345554e-03,1.939705e-17,1.110223e-16,2.805716e-03,-1.967882e-04,-9.999951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.283000e+02,-8.345810e-03,1.789950e-17,1.110223e-16,2.787795e-03,-2.450008e-04,-9.999952e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.282800e+02,-8.346097e-03,1.581241e-17,1.110223e-16,2.767958e-03,-2.922804e-04,-9.999952e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.282600e+02,-8.346407e-03,1.405397e-17,1.110223e-16,2.746252e-03,-3.385514e-04,-9.999952e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.282400e+02,-8.346754e-03,1.058452e-17,1.110223e-16,2.722726e-03,-3.837408e-04,-9.999952e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.282200e+02,-8.347150e-03,1.057775e-17,1.110223e-16,2.697431e-03,-4.277773e-04,-9.999953e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.282000e+02,-8.347594e-03,1.069294e-17,1.110223e-16,2.670422e-03,-4.705923e-04,-9.999953e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.281800e+02,-8.348071e-03,1.065229e-17,1.110223e-16,2.641756e-03,-5.121196e-04,-9.999954e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.281600e+02,-8.348565e-03,1.107919e-17,1.110223e-16,2.611493e-03,-5.522961e-04,-9.999954e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.281400e+02,-8.349081e-03,1.063873e-17,1.110223e-16,2.579695e-03,-5.910609e-04,-9.999954e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.281200e+02,-8.349631e-03,1.023216e-17,1.110223e-16,2.546426e-03,-6.283564e-04,-9.999955e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.281000e+02,-8.350221e-03,7.169287e-18,1.110223e-16,2.511752e-03,-6.641274e-04,-9.999955e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.280800e+02,-8.350843e-03,6.301925e-18,1.110223e-16,2.475743e-03,-6.983218e-04,-9.999956e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.280600e+02,-8.351478e-03,4.133521e-18,1.110223e-16,2.438468e-03,-7.308906e-04,-9.999957e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.280400e+02,-8.352122e-03,2.466560e-18,1.110223e-16,2.399999e-03,-7.617882e-04,-9.999957e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.280200e+02,-8.352780e-03,1.368805e-18,1.110223e-16,2.360410e-03,-7.909719e-04,-9.999958e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.280000e+02,-8.353465e-03,1.490778e-19,1.110223e-16,2.319777e-03,-8.184022e-04,-9.999958e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.279800e+02,-8.354175e-03,-2.154852e-18,1.110223e-16,2.278175e-03,-8.440428e-04,-9.999959e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.279600e+02,-8.354894e-03,-3.293264e-18,1.110223e-16,2.235682e-03,-8.678608e-04,-9.999960e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.279400e+02,-8.355612e-03,-5.976664e-18,1.110223e-16,2.192378e-03,-8.898267e-04,-9.999960e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.279200e+02,-8.356327e-03,-7.480995e-18,1.110223e-16,2.148340e-03,-9.099145e-04,-9.999961e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.279000e+02,-8.357049e-03,-7.819808e-18,1.110223e-16,2.103651e-03,-9.281015e-04,-9.999962e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.278800e+02,-8.357785e-03,-9.188613e-18,1.110223e-16,2.058390e-03,-9.443682e-04,-9.999962e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.278600e+02,-8.358527e-03,-9.879792e-18,1.110223e-16,2.012640e-03,-9.586987e-04,-9.999963e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.278400e+02,-8.359258e-03,-1.114018e-17,1.110223e-16,1.966481e-03,-9.710805e-04,-9.999964e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.278200e+02,-8.359974e-03,-1.225148e-17,1.110223e-16,1.919996e-03,-9.815048e-04,-9.999964e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.278000e+02,-8.360679e-03,-1.292911e-17,1.110223e-16,1.873267e-03,-9.899659e-04,-9.999965e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.277800e+02,-8.361382e-03,-1.330858e-17,1.110223e-16,1.826376e-03,-9.964617e-04,-9.999966e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.277600e+02,-8.362084e-03,-1.372871e-17,1.110223e-16,1.779404e-03,-1.000993e-03,-9.999967e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.277400e+02,-8.362772e-03,-1.115373e-17,1.110223e-16,1.732433e-03,-1.003565e-03,-9.999967e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.277200e+02,-8.363434e-03,-1.040834e-17,1.110223e-16,1.685543e-03,-1.004186e-03,-9.999968e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.277000e+02,-8.364072e-03,-1.185846e-17,1.110223e-16,1.638814e-03,-1.002866e-03,-9.999969e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.276800e+02,-8.364692e-03,-1.296977e-17,1.110223e-16,1.592327e-03,-9.996209e-04,-9.999969e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.276600e+02,-8.365301e-03,-1.349832e-17,1.110223e-16,1.546159e-03,-9.944675e-04,-9.999970e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.276400e+02,-8.365894e-03,-1.275293e-17,1.110223e-16,1.500387e-03,-9.874271e-04,-9.999971e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.276200e+02,-8.366457e-03,-1.382358e-17,1.110223e-16,1.455088e-03,-9.785236e-04,-9.999972e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.276000e+02,-8.366987e-03,-1.370160e-17,1.110223e-16,1.410337e-03,-9.677842e-04,-9.999972e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.275800e+02,-8.367486e-03,-1.330858e-17,1.110223e-16,1.366207e-03,-9.552392e-04,-9.999973e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.275600e+02,-8.367965e-03,-1.347121e-17,1.110223e-16,1.322770e-03,-9.409214e-04,-9.999974e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.275400e+02,-8.368424e-03,-1.356608e-17,1.110223e-16,1.280096e-03,-9.248667e-04,-9.999974e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.275200e+02,-8.368855e-03,-1.367450e-17,1.110223e-16,1.238254e-03,-9.071137e-04,-9.999975e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.275000e+02,-8.369249e-03,-1.339667e-17,1.110223e-16,1.197311e-03,-8.877037e-04,-9.999976e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.274800e+02,-8.369605e-03,-1.437246e-17,1.110223e-16,1.157331e-03,-8.666806e-04,-9.999976e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.274600e+02,-8.369932e-03,-1.411496e-17,1.110223e-16,1.118378e-03,-8.440908e-04,-9.999977e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.274400e+02,-8.370237e-03,-1.554475e-17,1.110223e-16,1.080510e-03,-8.199831e-04,-9.999977e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.274200e+02,-8.370516e-03,-1.638162e-17,1.110223e-16,1.043787e-03,-7.944085e-04,-9.999978e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.274000e+02,-8.370761e-03,-1.519238e-17,1.110223e-16,1.008265e-03,-7.674203e-04,-9.999979e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.273800e+02,-8.370966e-03,-1.578531e-17,1.110223e-16,9.739970e-04,-7.390738e-04,-9.999979e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.273600e+02,-8.371138e-03,-1.606652e-17,1.110223e-16,9.410338e-04,-7.094264e-04,-9.999980e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.273400e+02,-8.371285e-03,-1.635282e-17,1.110223e-16,9.094240e-04,-6.785374e-04,-9.999980e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.273200e+02,-8.371410e-03,-1.740314e-17,1.110223e-16,8.792133e-04,-6.464677e-04,-9.999981e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.273000e+02,-8.371507e-03,-1.824848e-17,1.110223e-16,8.504449e-04,-6.132799e-04,-9.999981e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.272800e+02,-8.371569e-03,-1.858306e-17,1.110223e-16,8.231591e-04,-5.790380e-04,-9.999981e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.272600e+02,-8.371597e-03,-2.047088e-17,1.110223e-16,7.973933e-04,-5.438077e-04,-9.999982e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.272400e+02,-8.371600e-03,-2.260307e-17,1.110223e-16,7.731824e-04,-5.076559e-04,-9.999982e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.272200e+02,-8.371583e-03,-2.192460e-17,1.110223e-16,7.505579e-04,-4.706504e-04,-9.999983e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
-1.272000e+02,-8.371546e-03,-1.928525e-17,1.110223e-16,7.295489e-04,-4.328602e-04,-9.999983e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.773503e-01
